term_type,canonical_name,aliases,category,active,priority,confidence,metadata_json
medication,VetScan VSPro PT/APTT Combo Test,VetScan VSPro PT/APTT Combo Test,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,Vetstarch 250ml INJ,Vetstarch 250ml INJ,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,Vetsulin Syringes 1ml/ Canine,Vetsulin Syringes 1ml/ Canine,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,Vinblastine 1mg/ml INJ,Vinblastine 1mg/ml INJ,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,Vincristine 1mg/ml INJ,Vincristine 1mg/ml INJ,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,Vinorelbine 10mg/ml INJ,Vinorelbine 10mg/ml INJ,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,Vitamin B Complex INJ,Vitamin B Complex INJ,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,Vitamin B-12 5000mcg/ml,Vitamin B-12 5000mcg/ml,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,Vitamin B12 1000mcg/ml INJ,Vitamin B12 1000mcg/ml INJ,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,Vitamin C INJ (250mg/mL),Vitamin C INJ (250mg/mL),evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,Vitamin K-1 100ml INJ (10mg/mL),Vitamin K-1 100ml INJ (10mg/mL),evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,Walpole's Solution INJ,Walpole's Solution INJ,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,Zycortal Suspension 25mg/ml 4ml,Zycortal Suspension 25mg/ml 4ml,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Acepromazine 25mg TAB,🏡OM Acepromazine 25mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Acne Med. Benzoyl Per. Gel 5% 1.5oz,🏡OM Acne Med. Benzoyl Per. Gel 5% 1.5oz,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Acyclovir 400mg TAB,🏡OM Acyclovir 400mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Aluminum Hydroxide Gel Powder 40 Dram,🏡OM Aluminum Hydroxide Gel Powder 40 Dram,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Amantadine Oral Solution 50mg/5ml (10mg/mL),🏡OM Amantadine Oral Solution 50mg/5ml (10mg/mL),evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Amlodipine 2.5 mg TAB,🏡OM Amlodipine 2.5 mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Amlodipine 5mg TAB,🏡OM Amlodipine 5mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Amoxi Drops 30ml (50mg/mL),🏡OM Amoxi Drops 30ml (50mg/mL),evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Amoxi-drops 15ml (50mg/mL),🏡OM Amoxi-drops 15ml (50mg/mL),evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Amoxicillin 250mg CAP,🏡OM Amoxicillin 250mg CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Amoxicillin 500mg CAP,🏡OM Amoxicillin 500mg CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Amoxicillin/Clav. ( Betacillin ) 15 ml (62.5mg/mL),🏡OM Amoxicillin/Clav. ( Betacillin ) 15 ml (62.5mg/mL),evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Amoxicillin/Clavulanate 125mg TAB,🏡OM Amoxicillin/Clavulanate 125mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Amoxicillin/Clavulanate 375mg TAB,🏡OM Amoxicillin/Clavulanate 375mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Animax Ointment 15 ml,🏡OM Animax Ointment 15 ml,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Animax Ointment 30 ml,🏡OM Animax Ointment 30 ml,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Apoquel 16mg TAB,🏡OM Apoquel 16mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Apoquel 3.6mg TAB,🏡OM Apoquel 3.6mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Apoquel 5.4mg TAB,🏡OM Apoquel 5.4mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Artificial Tears 3.5g,🏡OM Artificial Tears 3.5g,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Atopica (Cycloporine) 50mg CAP,🏡OM Atopica (Cycloporine) 50mg CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Atopica (Cyclosporine) 100 mg CAP,🏡OM Atopica (Cyclosporine) 100 mg CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Atopica (Cyclosporine) 25mg CAP,🏡OM Atopica (Cyclosporine) 25mg CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Atopica/Cats 100mg/ml 17ml Vial,🏡OM Atopica/Cats 100mg/ml 17ml Vial,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Atopica/Cats 100mg/ml 5ml Vial,🏡OM Atopica/Cats 100mg/ml 5ml Vial,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Atropine Eye Ointment 1% 3.5gm,🏡OM Atropine Eye Ointment 1% 3.5gm,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Atropine Sulfate 1% Solution (opht.),🏡OM Atropine Sulfate 1% Solution (opht.),evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Azithromycin 250mg TAB 30ct.,🏡OM Azithromycin 250mg TAB 30ct.,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Azithromycin Susp 200mg/5 ml (40mg/mL) (30cc),🏡OM Azithromycin Susp 200mg/5 ml (40mg/mL) (30cc),evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Azodyl Small CAP (Kidney Supplement),🏡OM Azodyl Small CAP (Kidney Supplement),evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Benazepril 5mg Tab,🏡OM Benazepril 5mg Tab,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Bladder Support Soft Chews 60 count,🏡OM Bladder Support Soft Chews 60 count,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Bone Stasis 200 0.5g CAP,🏡OM Bone Stasis 200 0.5g CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Breast Stasis Formula 0.5g 200ct CAP,🏡OM Breast Stasis Formula 0.5g 200ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Buprenorphine 0.5mg/ml ORAL,🏡OM Buprenorphine 0.5mg/ml ORAL,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Carprofen (Rimadyl) 100mg TAB,🏡OM Carprofen (Rimadyl) 100mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Carprofen (Rimadyl) 25mg TAB,🏡OM Carprofen (Rimadyl) 25mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Carprofen (Rimadyl) 75mg TAB,🏡OM Carprofen (Rimadyl) 75mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Cefpodoxime 100mg TAB (Antibiotic),🏡OM Cefpodoxime 100mg TAB (Antibiotic),evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Cefpodoxime 200mg TAB (Antibiotic),🏡OM Cefpodoxime 200mg TAB (Antibiotic),evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Chlorpheniramine Maleate 4mg TAB,🏡OM Chlorpheniramine Maleate 4mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Ciprofloxacin 250mg TAB,🏡OM Ciprofloxacin 250mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Ciprofloxacin 500mg TAB,🏡OM Ciprofloxacin 500mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Cisapride 10mg Gourmed Tab Chick.Flavor,🏡OM Cisapride 10mg Gourmed Tab Chick.Flavor,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Clindamycin 100mg Quad TAB,🏡OM Clindamycin 100mg Quad TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Clindamycin 150mg CAP,🏡OM Clindamycin 150mg CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Clindamycin 25mg TAB,🏡OM Clindamycin 25mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Clindamycin 25mg/ml LIQ,🏡OM Clindamycin 25mg/ml LIQ,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Clindamycin 75mg CAP,🏡OM Clindamycin 75mg CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Clopidogrel 75 mg TAB,🏡OM Clopidogrel 75 mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Comfortrate ( Maropitant ) 16mg TAB,🏡OM Comfortrate ( Maropitant ) 16mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Comfortrate ( Maropitant ) 24 mg TAB,🏡OM Comfortrate ( Maropitant ) 24 mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Comfortrate ( Maropitant ) 60mg TAB,🏡OM Comfortrate ( Maropitant ) 60mg TAB,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Composure Behavioral Health 60ct. Chew,🏡OM Composure Behavioral Health 60ct. Chew,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Breast Stasis Formula 50ct CAP,🏡OM Conc. Breast Stasis Formula 50ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Cervical Formula 100ct CAP,🏡OM Conc. Cervical Formula 100ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Damp Heat Skin 50ct CAP,🏡OM Conc. Damp Heat Skin 50ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Di Gu Pi San 100ct CAP,🏡OM Conc. Di Gu Pi San 100ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Di Tan Tang 100ct CAP,🏡OM Conc. Di Tan Tang 100ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Di Tan Tang Powder 90g,🏡OM Conc. Di Tan Tang Powder 90g,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Hindquarter Weakness 50ct CAP,🏡OM Conc. Hindquarter Weakness 50ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Hindquarter Weakness Powder 90g,🏡OM Conc. Hindquarter Weakness Powder 90g,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Hindquater Weakness 100ct CAP,🏡OM Conc. Hindquater Weakness 100ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Jin Suo Gu Jing 0.5mg 100ct CAP,🏡OM Conc. Jin Suo Gu Jing 0.5mg 100ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Max's Formula 0.5g 100ct CAP,🏡OM Conc. Max's Formula 0.5g 100ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Phlegm Fat Formula 100ct CAP,🏡OM Conc. Phlegm Fat Formula 100ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Shen Calmer Powder 90g,🏡OM Conc. Shen Calmer Powder 90g,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Si Wu Xiao Feng 100 ct CAP,🏡OM Conc. Si Wu Xiao Feng 100 ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Stomach Happy 50ct CAP,🏡OM Conc. Stomach Happy 50ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Stomach Happy Powder 90g,🏡OM Conc. Stomach Happy Powder 90g,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Tendon/Ligament 100ct CAP,🏡OM Conc. Tendon/Ligament 100ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Tendon/Ligament Powder 90g,🏡OM Conc. Tendon/Ligament Powder 90g,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Xin Yi San 0.5g 100ct CAP,🏡OM Conc. Xin Yi San 0.5g 100ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Conc. Zhen Xin San 90g Powder,🏡OM Conc. Zhen Xin San 90g Powder,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Concentrated Body Sore 50ct CAP,🏡OM Concentrated Body Sore 50ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Concentrated Body Sore Powder 90g,🏡OM Concentrated Body Sore Powder 90g,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Concentrated Di Gu Pi San Powder 90g,🏡OM Concentrated Di Gu Pi San Powder 90g,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Concentrated Four Gentleman 90g Powder,🏡OM Concentrated Four Gentleman 90g Powder,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Concentrated Heart Qi Tonic 100ct CAP,🏡OM Concentrated Heart Qi Tonic 100ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Concentrated Jin Gui Shen Qi Powder 90g,🏡OM Concentrated Jin Gui Shen Qi Powder 90g,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Concentrated Jin Suo Gu Jing Powder 90g,🏡OM Concentrated Jin Suo Gu Jing Powder 90g,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Concentrated Liver Happy 100ct CAP,🏡OM Concentrated Liver Happy 100ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Concentrated Liver Happy 50ct CAP,🏡OM Concentrated Liver Happy 50ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Concentrated Red Front Door 100ct CAP,🏡OM Concentrated Red Front Door 100ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Concentrated Red Front Door 50ct CAP,🏡OM Concentrated Red Front Door 50ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Concentrated Rehmannia 11 0.5g 100ct CAP,🏡OM Concentrated Rehmannia 11 0.5g 100ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
medication,🏡OM Concentrated Rehmannia 14 0.5g 100ct CAP,🏡OM Concentrated Rehmannia 14 0.5g 100ct CAP,evh-medications,true,1,0.93,"{""source_system"":""stockroom"",""source_file"":""Stockroom \u00b7 Instinct Stockroom.csv"",""source_rows"":""3139"",""classification"":""heuristic""}"
